"year","from","to","points"
2010,"Bosnia & Herzegovina","Albania",7
2010,"Bosnia & Herzegovina","Belgium",4
2010,"Bosnia & Herzegovina","Estonia",1
2010,"Bosnia & Herzegovina","North Macedonia",10
2010,"Bosnia & Herzegovina","Greece",8
2010,"Bosnia & Herzegovina","Malta",6
2010,"Bosnia & Herzegovina","Portugal",3
2010,"Bosnia & Herzegovina","Russia",2
2010,"Bosnia & Herzegovina","Serbia",12
2010,"Bosnia & Herzegovina","Slovakia",5
2010,"Estonia","Belarus",4
2010,"Estonia","Belgium",8
2010,"Estonia","Finland",10
2010,"Estonia","Greece",2
2010,"Estonia","Iceland",7
2010,"Estonia","Latvia",6
2010,"Estonia","Malta",3
2010,"Estonia","Portugal",5
2010,"Estonia","Russia",12
2010,"Estonia","Serbia",1
2010,"North Macedonia","Albania",12
2010,"North Macedonia","Belarus",5
2010,"North Macedonia","Belgium",4
2010,"North Macedonia","Bosnia & Herzegovina",8
2010,"North Macedonia","Greece",3
2010,"North Macedonia","Iceland",1
2010,"North Macedonia","Malta",6
2010,"North Macedonia","Moldova",7
2010,"North Macedonia","Portugal",2
2010,"North Macedonia","Serbia",10
2010,"Finland","Albania",4
2010,"Finland","Belgium",10
2010,"Finland","Estonia",12
2010,"Finland","Greece",8
2010,"Finland","Iceland",7
2010,"Finland","Latvia",5
2010,"Finland","Malta",1
2010,"Finland","Portugal",6
2010,"Finland","Russia",3
2010,"Finland","Slovakia",2
2010,"France","Albania",2
2010,"France","Belarus",1
2010,"France","Belgium",10
2010,"France","Bosnia & Herzegovina",6
2010,"France","Greece",4
2010,"France","Iceland",5
2010,"France","Moldova",3
2010,"France","Poland",7
2010,"France","Portugal",8
2010,"France","Serbia",12
2010,"Germany","Albania",5
2010,"Germany","Belgium",12
2010,"Germany","Finland",3
2010,"Germany","Greece",8
2010,"Germany","Iceland",6
2010,"Germany","Malta",2
2010,"Germany","Poland",7
2010,"Germany","Portugal",10
2010,"Germany","Russia",1
2010,"Germany","Serbia",4
2010,"Greece","Albania",12
2010,"Greece","Belarus",6
2010,"Greece","Belgium",10
2010,"Greece","Bosnia & Herzegovina",5
2010,"Greece","Estonia",1
2010,"Greece","Iceland",8
2010,"Greece","Malta",2
2010,"Greece","Moldova",4
2010,"Greece","Russia",3
2010,"Greece","Serbia",7
2010,"Iceland","Albania",10
2010,"Iceland","Belgium",12
2010,"Iceland","Estonia",2
2010,"Iceland","North Macedonia",1
2010,"Iceland","Finland",6
2010,"Iceland","Greece",8
2010,"Iceland","Malta",4
2010,"Iceland","Portugal",7
2010,"Iceland","Serbia",3
2010,"Iceland","Slovakia",5
2010,"Latvia","Belarus",5
2010,"Latvia","Belgium",8
2010,"Latvia","Estonia",12
2010,"Latvia","Finland",6
2010,"Latvia","Iceland",2
2010,"Latvia","Malta",1
2010,"Latvia","Poland",4
2010,"Latvia","Portugal",7
2010,"Latvia","Russia",10
2010,"Latvia","Serbia",3
2010,"Malta","Albania",6
2010,"Malta","Belarus",5
2010,"Malta","Belgium",12
2010,"Malta","Bosnia & Herzegovina",3
2010,"Malta","Finland",2
2010,"Malta","Greece",8
2010,"Malta","Iceland",10
2010,"Malta","Moldova",7
2010,"Malta","Portugal",4
2010,"Malta","Russia",1
2010,"Moldova","Belarus",8
2010,"Moldova","Belgium",6
2010,"Moldova","Bosnia & Herzegovina",1
2010,"Moldova","North Macedonia",4
2010,"Moldova","Greece",7
2010,"Moldova","Iceland",10
2010,"Moldova","Poland",2
2010,"Moldova","Portugal",5
2010,"Moldova","Russia",12
2010,"Moldova","Serbia",3
2010,"Poland","Albania",4
2010,"Poland","Belarus",3
2010,"Poland","Belgium",12
2010,"Poland","Bosnia & Herzegovina",6
2010,"Poland","Estonia",5
2010,"Poland","Finland",1
2010,"Poland","Greece",7
2010,"Poland","Iceland",10
2010,"Poland","Portugal",2
2010,"Poland","Russia",8
2010,"Portugal","Belarus",7
2010,"Portugal","Belgium",12
2010,"Portugal","Estonia",4
2010,"Portugal","Greece",10
2010,"Portugal","Iceland",6
2010,"Portugal","Malta",3
2010,"Portugal","Moldova",8
2010,"Portugal","Russia",1
2010,"Portugal","Serbia",2
2010,"Portugal","Slovakia",5
2010,"Russia","Belarus",12
2010,"Russia","Belgium",10
2010,"Russia","Bosnia & Herzegovina",2
2010,"Russia","North Macedonia",1
2010,"Russia","Finland",3
2010,"Russia","Greece",7
2010,"Russia","Iceland",8
2010,"Russia","Moldova",5
2010,"Russia","Poland",6
2010,"Russia","Serbia",4
2010,"Serbia","Albania",2
2010,"Serbia","Belgium",7
2010,"Serbia","Bosnia & Herzegovina",12
2010,"Serbia","North Macedonia",8
2010,"Serbia","Greece",10
2010,"Serbia","Iceland",3
2010,"Serbia","Moldova",1
2010,"Serbia","Portugal",5
2010,"Serbia","Russia",4
2010,"Serbia","Slovakia",6
2010,"Slovakia","Belarus",3
2010,"Slovakia","Belgium",10
2010,"Slovakia","Bosnia & Herzegovina",5
2010,"Slovakia","North Macedonia",1
2010,"Slovakia","Finland",2
2010,"Slovakia","Greece",8
2010,"Slovakia","Iceland",7
2010,"Slovakia","Malta",12
2010,"Slovakia","Portugal",4
2010,"Slovakia","Serbia",6
2010,"Spain","Albania",4
2010,"Spain","Belgium",8
2010,"Spain","Finland",2
2010,"Spain","Greece",10
2010,"Spain","Iceland",7
2010,"Spain","Malta",1
2010,"Spain","Moldova",5
2010,"Spain","Poland",3
2010,"Spain","Portugal",12
2010,"Spain","Serbia",6
2010,"Armenia","Croatia",7
2010,"Armenia","Cyprus",6
2010,"Armenia","Denmark",5
2010,"Armenia","Georgia",12
2010,"Armenia","Ireland",1
2010,"Armenia","Israel",8
2010,"Armenia","Lithuania",2
2010,"Armenia","Romania",4
2010,"Armenia","Sweden",3
2010,"Armenia","Ukraine",10
2010,"Azerbaijan","Croatia",1
2010,"Azerbaijan","Cyprus",3
2010,"Azerbaijan","Denmark",6
2010,"Azerbaijan","Georgia",10
2010,"Azerbaijan","Ireland",4
2010,"Azerbaijan","Israel",7
2010,"Azerbaijan","Romania",5
2010,"Azerbaijan","Sweden",2
2010,"Azerbaijan","Turkey",12
2010,"Azerbaijan","Ukraine",8
2010,"Bulgaria","Armenia",8
2010,"Bulgaria","Azerbaijan",7
2010,"Bulgaria","Croatia",3
2010,"Bulgaria","Cyprus",5
2010,"Bulgaria","Denmark",2
2010,"Bulgaria","Georgia",10
2010,"Bulgaria","Israel",1
2010,"Bulgaria","Romania",4
2010,"Bulgaria","Turkey",12
2010,"Bulgaria","Ukraine",6
2010,"Croatia","Azerbaijan",10
2010,"Croatia","Cyprus",12
2010,"Croatia","Denmark",4
2010,"Croatia","Georgia",7
2010,"Croatia","Ireland",3
2010,"Croatia","Lithuania",1
2010,"Croatia","Slovenia",5
2010,"Croatia","Sweden",2
2010,"Croatia","Turkey",8
2010,"Croatia","Ukraine",6
2010,"Cyprus","Armenia",12
2010,"Cyprus","Azerbaijan",10
2010,"Cyprus","Bulgaria",5
2010,"Cyprus","Denmark",3
2010,"Cyprus","Georgia",7
2010,"Cyprus","Israel",4
2010,"Cyprus","Lithuania",2
2010,"Cyprus","Romania",8
2010,"Cyprus","Sweden",1
2010,"Cyprus","Ukraine",6
2010,"Denmark","Azerbaijan",5
2010,"Denmark","Croatia",2
2010,"Denmark","Cyprus",7
2010,"Denmark","Ireland",6
2010,"Denmark","Lithuania",1
2010,"Denmark","Romania",8
2010,"Denmark","Sweden",12
2010,"Denmark","The Netherlands",4
2010,"Denmark","Turkey",10
2010,"Denmark","Ukraine",3
2010,"Georgia","Armenia",10
2010,"Georgia","Azerbaijan",12
2010,"Georgia","Denmark",3
2010,"Georgia","Israel",5
2010,"Georgia","Lithuania",8
2010,"Georgia","Romania",4
2010,"Georgia","Switzerland",2
2010,"Georgia","The Netherlands",1
2010,"Georgia","Turkey",6
2010,"Georgia","Ukraine",7
2010,"Ireland","Azerbaijan",10
2010,"Ireland","Croatia",1
2010,"Ireland","Denmark",4
2010,"Ireland","Georgia",7
2010,"Ireland","Lithuania",12
2010,"Ireland","Romania",6
2010,"Ireland","Sweden",5
2010,"Ireland","The Netherlands",3
2010,"Ireland","Turkey",8
2010,"Ireland","Ukraine",2
2010,"Israel","Armenia",12
2010,"Israel","Azerbaijan",5
2010,"Israel","Cyprus",10
2010,"Israel","Denmark",7
2010,"Israel","Georgia",6
2010,"Israel","Ireland",3
2010,"Israel","Romania",8
2010,"Israel","Slovenia",1
2010,"Israel","The Netherlands",4
2010,"Israel","Ukraine",2
2010,"Lithuania","Armenia",1
2010,"Lithuania","Azerbaijan",2
2010,"Lithuania","Cyprus",4
2010,"Lithuania","Denmark",5
2010,"Lithuania","Georgia",12
2010,"Lithuania","Ireland",7
2010,"Lithuania","Romania",6
2010,"Lithuania","Sweden",3
2010,"Lithuania","Turkey",8
2010,"Lithuania","Ukraine",10
2010,"Norway","Azerbaijan",2
2010,"Norway","Denmark",8
2010,"Norway","Ireland",6
2010,"Norway","Israel",7
2010,"Norway","Lithuania",5
2010,"Norway","Romania",10
2010,"Norway","Sweden",12
2010,"Norway","The Netherlands",3
2010,"Norway","Turkey",1
2010,"Norway","Ukraine",4
2010,"Romania","Armenia",10
2010,"Romania","Azerbaijan",8
2010,"Romania","Cyprus",6
2010,"Romania","Denmark",12
2010,"Romania","Georgia",2
2010,"Romania","Ireland",4
2010,"Romania","Israel",3
2010,"Romania","Sweden",1
2010,"Romania","Turkey",7
2010,"Romania","Ukraine",5
2010,"Slovenia","Azerbaijan",8
2010,"Slovenia","Croatia",12
2010,"Slovenia","Denmark",10
2010,"Slovenia","Georgia",7
2010,"Slovenia","Ireland",2
2010,"Slovenia","Israel",5
2010,"Slovenia","Romania",4
2010,"Slovenia","The Netherlands",6
2010,"Slovenia","Turkey",3
2010,"Slovenia","Ukraine",1
2010,"Sweden","Armenia",5
2010,"Sweden","Azerbaijan",3
2010,"Sweden","Cyprus",6
2010,"Sweden","Denmark",12
2010,"Sweden","Georgia",2
2010,"Sweden","Israel",8
2010,"Sweden","Lithuania",4
2010,"Sweden","Romania",7
2010,"Sweden","The Netherlands",1
2010,"Sweden","Turkey",10
2010,"Switzerland","Armenia",3
2010,"Switzerland","Azerbaijan",6
2010,"Switzerland","Croatia",7
2010,"Switzerland","Denmark",5
2010,"Switzerland","Georgia",1
2010,"Switzerland","Ireland",12
2010,"Switzerland","Romania",4
2010,"Switzerland","Sweden",10
2010,"Switzerland","The Netherlands",2
2010,"Switzerland","Turkey",8
2010,"The Netherlands","Armenia",10
2010,"The Netherlands","Azerbaijan",1
2010,"The Netherlands","Denmark",4
2010,"The Netherlands","Georgia",5
2010,"The Netherlands","Ireland",8
2010,"The Netherlands","Israel",12
2010,"The Netherlands","Romania",3
2010,"The Netherlands","Sweden",6
2010,"The Netherlands","Turkey",7
2010,"The Netherlands","Ukraine",2
2010,"Turkey","Armenia",4
2010,"Turkey","Azerbaijan",12
2010,"Turkey","Bulgaria",7
2010,"Turkey","Denmark",6
2010,"Turkey","Georgia",10
2010,"Turkey","Ireland",1
2010,"Turkey","Romania",8
2010,"Turkey","Sweden",2
2010,"Turkey","The Netherlands",5
2010,"Turkey","Ukraine",3
2010,"Ukraine","Armenia",8
2010,"Ukraine","Azerbaijan",12
2010,"Ukraine","Bulgaria",1
2010,"Ukraine","Cyprus",4
2010,"Ukraine","Denmark",5
2010,"Ukraine","Georgia",7
2010,"Ukraine","Israel",6
2010,"Ukraine","Lithuania",2
2010,"Ukraine","Romania",3
2010,"Ukraine","Turkey",10
2010,"United Kingdom","Bulgaria",6
2010,"United Kingdom","Cyprus",4
2010,"United Kingdom","Georgia",1
2010,"United Kingdom","Ireland",10
2010,"United Kingdom","Israel",5
2010,"United Kingdom","Lithuania",7
2010,"United Kingdom","Romania",12
2010,"United Kingdom","Sweden",3
2010,"United Kingdom","Turkey",8
2010,"United Kingdom","Ukraine",2
2011,"Albania","Azerbaijan",8
2011,"Albania","Bosnia & Herzegovina",7
2011,"Albania","France",2
2011,"Albania","Greece",10
2011,"Albania","Italy",12
2011,"Albania","Russia",4
2011,"Albania","Serbia",1
2011,"Albania","Spain",5
2011,"Albania","Ukraine",3
2011,"Albania","United Kingdom",6
2011,"Armenia","Austria",3
2011,"Armenia","France",5
2011,"Armenia","Georgia",10
2011,"Armenia","Greece",7
2011,"Armenia","Italy",6
2011,"Armenia","Russia",8
2011,"Armenia","Serbia",1
2011,"Armenia","Sweden",4
2011,"Armenia","Ukraine",12
2011,"Armenia","United Kingdom",2
2011,"Austria","Azerbaijan",8
2011,"Austria","Bosnia & Herzegovina",12
2011,"Austria","Germany",10
2011,"Austria","Hungary",2
2011,"Austria","Ireland",4
2011,"Austria","Italy",6
2011,"Austria","Moldova",5
2011,"Austria","Romania",1
2011,"Austria","Serbia",7
2011,"Austria","Slovenia",3
2011,"Azerbaijan","Georgia",10
2011,"Azerbaijan","Greece",8
2011,"Azerbaijan","Hungary",2
2011,"Azerbaijan","Italy",1
2011,"Azerbaijan","Moldova",7
2011,"Azerbaijan","Romania",6
2011,"Azerbaijan","Russia",4
2011,"Azerbaijan","Sweden",3
2011,"Azerbaijan","Ukraine",12
2011,"Azerbaijan","United Kingdom",5
2011,"Belarus","Azerbaijan",6
2011,"Belarus","Denmark",1
2011,"Belarus","Georgia",12
2011,"Belarus","Germany",8
2011,"Belarus","Italy",3
2011,"Belarus","Moldova",7
2011,"Belarus","Russia",5
2011,"Belarus","Sweden",4
2011,"Belarus","Ukraine",10
2011,"Belarus","United Kingdom",2
2011,"Belgium","Azerbaijan",3
2011,"Belgium","Estonia",2
2011,"Belgium","France",12
2011,"Belgium","Germany",5
2011,"Belgium","Greece",8
2011,"Belgium","Ireland",7
2011,"Belgium","Italy",6
2011,"Belgium","Moldova",1
2011,"Belgium","Romania",10
2011,"Belgium","Sweden",4
2011,"Bosnia & Herzegovina","Austria",7
2011,"Bosnia & Herzegovina","Azerbaijan",8
2011,"Bosnia & Herzegovina","France",4
2011,"Bosnia & Herzegovina","Germany",3
2011,"Bosnia & Herzegovina","Iceland",1
2011,"Bosnia & Herzegovina","Ireland",2
2011,"Bosnia & Herzegovina","Italy",6
2011,"Bosnia & Herzegovina","Serbia",10
2011,"Bosnia & Herzegovina","Slovenia",12
2011,"Bosnia & Herzegovina","Sweden",5
2011,"Bulgaria","Austria",5
2011,"Bulgaria","Bosnia & Herzegovina",2
2011,"Bulgaria","Denmark",7
2011,"Bulgaria","Georgia",1
2011,"Bulgaria","Greece",10
2011,"Bulgaria","Ireland",3
2011,"Bulgaria","Romania",6
2011,"Bulgaria","Russia",4
2011,"Bulgaria","Ukraine",8
2011,"Bulgaria","United Kingdom",12
2011,"Croatia","Austria",3
2011,"Croatia","Azerbaijan",10
2011,"Croatia","Bosnia & Herzegovina",7
2011,"Croatia","France",6
2011,"Croatia","Germany",1
2011,"Croatia","Lithuania",2
2011,"Croatia","Serbia",8
2011,"Croatia","Slovenia",12
2011,"Croatia","Sweden",4
2011,"Croatia","Ukraine",5
2011,"Cyprus","Azerbaijan",8
2011,"Cyprus","Denmark",3
2011,"Cyprus","France",7
2011,"Cyprus","Greece",12
2011,"Cyprus","Italy",1
2011,"Cyprus","Russia",2
2011,"Cyprus","Slovenia",6
2011,"Cyprus","Sweden",10
2011,"Cyprus","Ukraine",5
2011,"Cyprus","United Kingdom",4
2011,"Denmark","Austria",1
2011,"Denmark","Estonia",2
2011,"Denmark","Finland",5
2011,"Denmark","Germany",8
2011,"Denmark","Iceland",6
2011,"Denmark","Ireland",12
2011,"Denmark","Romania",4
2011,"Denmark","Slovenia",7
2011,"Denmark","Sweden",10
2011,"Denmark","United Kingdom",3
2011,"Estonia","Azerbaijan",8
2011,"Estonia","Denmark",10
2011,"Estonia","Finland",7
2011,"Estonia","Georgia",3
2011,"Estonia","Italy",6
2011,"Estonia","Romania",1
2011,"Estonia","Russia",5
2011,"Estonia","Slovenia",2
2011,"Estonia","Spain",4
2011,"Estonia","Sweden",12
2011,"North Macedonia","Austria",2
2011,"North Macedonia","Bosnia & Herzegovina",12
2011,"North Macedonia","Greece",3
2011,"North Macedonia","Italy",1
2011,"North Macedonia","Serbia",8
2011,"North Macedonia","Slovenia",10
2011,"North Macedonia","Spain",4
2011,"North Macedonia","Sweden",6
2011,"North Macedonia","Ukraine",7
2011,"North Macedonia","United Kingdom",5
2011,"Finland","Austria",1
2011,"Finland","Azerbaijan",5
2011,"Finland","Estonia",7
2011,"Finland","France",4
2011,"Finland","Hungary",12
2011,"Finland","Iceland",8
2011,"Finland","Ireland",10
2011,"Finland","Italy",3
2011,"Finland","Serbia",2
2011,"Finland","Sweden",6
2011,"France","Azerbaijan",6
2011,"France","Bosnia & Herzegovina",5
2011,"France","Denmark",7
2011,"France","Germany",3
2011,"France","Hungary",2
2011,"France","Italy",8
2011,"France","Moldova",4
2011,"France","Spain",12
2011,"France","Sweden",10
2011,"France","United Kingdom",1
2011,"Georgia","Austria",3
2011,"Georgia","Azerbaijan",8
2011,"Georgia","France",2
2011,"Georgia","Greece",6
2011,"Georgia","Italy",7
2011,"Georgia","Lithuania",12
2011,"Georgia","Moldova",5
2011,"Georgia","Russia",4
2011,"Georgia","Sweden",1
2011,"Georgia","Ukraine",10
2011,"Germany","Austria",12
2011,"Germany","Bosnia & Herzegovina",7
2011,"Germany","Denmark",6
2011,"Germany","Finland",2
2011,"Germany","Greece",10
2011,"Germany","Ireland",8
2011,"Germany","Italy",3
2011,"Germany","Moldova",4
2011,"Germany","Russia",5
2011,"Germany","Slovenia",1
2011,"Greece","Azerbaijan",5
2011,"Greece","Bosnia & Herzegovina",3
2011,"Greece","France",12
2011,"Greece","Georgia",8
2011,"Greece","Germany",4
2011,"Greece","Italy",10
2011,"Greece","Russia",1
2011,"Greece","Sweden",6
2011,"Greece","Ukraine",7
2011,"Greece","United Kingdom",2
2011,"Hungary","Austria",2
2011,"Hungary","Azerbaijan",7
2011,"Hungary","Georgia",5
2011,"Hungary","Greece",8
2011,"Hungary","Iceland",12
2011,"Hungary","Italy",4
2011,"Hungary","Romania",1
2011,"Hungary","Russia",3
2011,"Hungary","Slovenia",6
2011,"Hungary","Sweden",10
2011,"Iceland","Azerbaijan",8
2011,"Iceland","Denmark",12
2011,"Iceland","Finland",10
2011,"Iceland","Germany",6
2011,"Iceland","Hungary",5
2011,"Iceland","Ireland",4
2011,"Iceland","Italy",3
2011,"Iceland","Russia",1
2011,"Iceland","Sweden",7
2011,"Iceland","United Kingdom",2
2011,"Ireland","Denmark",12
2011,"Ireland","Estonia",7
2011,"Ireland","Finland",3
2011,"Ireland","Italy",5
2011,"Ireland","Lithuania",10
2011,"Ireland","Moldova",8
2011,"Ireland","Romania",1
2011,"Ireland","Slovenia",2
2011,"Ireland","Sweden",4
2011,"Ireland","United Kingdom",6
2011,"Israel","Azerbaijan",4
2011,"Israel","Denmark",10
2011,"Israel","Estonia",5
2011,"Israel","Georgia",2
2011,"Israel","Romania",6
2011,"Israel","Russia",8
2011,"Israel","Slovenia",3
2011,"Israel","Sweden",12
2011,"Israel","Ukraine",7
2011,"Israel","United Kingdom",1
2011,"Italy","Bosnia & Herzegovina",4
2011,"Italy","France",1
2011,"Italy","Germany",6
2011,"Italy","Greece",2
2011,"Italy","Iceland",5
2011,"Italy","Moldova",8
2011,"Italy","Romania",12
2011,"Italy","Serbia",3
2011,"Italy","Ukraine",7
2011,"Italy","United Kingdom",10
2011,"Latvia","Azerbaijan",2
2011,"Latvia","Denmark",6
2011,"Latvia","Estonia",4
2011,"Latvia","France",1
2011,"Latvia","Germany",8
2011,"Latvia","Ireland",10
2011,"Latvia","Italy",12
2011,"Latvia","Lithuania",7
2011,"Latvia","Slovenia",3
2011,"Latvia","United Kingdom",5
2011,"Lithuania","Azerbaijan",8
2011,"Lithuania","Estonia",7
2011,"Lithuania","Finland",1
2011,"Lithuania","Georgia",12
2011,"Lithuania","Germany",2
2011,"Lithuania","Italy",10
2011,"Lithuania","Moldova",4
2011,"Lithuania","Russia",6
2011,"Lithuania","Serbia",5
2011,"Lithuania","United Kingdom",3
2011,"Malta","Austria",2
2011,"Malta","Azerbaijan",12
2011,"Malta","Denmark",5
2011,"Malta","France",1
2011,"Malta","Ireland",8
2011,"Malta","Italy",10
2011,"Malta","Slovenia",3
2011,"Malta","Sweden",6
2011,"Malta","Ukraine",4
2011,"Malta","United Kingdom",7
2011,"Moldova","Azerbaijan",10
2011,"Moldova","Estonia",6
2011,"Moldova","France",2
2011,"Moldova","Georgia",7
2011,"Moldova","Greece",1
2011,"Moldova","Romania",12
2011,"Moldova","Russia",5
2011,"Moldova","Sweden",3
2011,"Moldova","Ukraine",8
2011,"Moldova","United Kingdom",4
2011,"Norway","Bosnia & Herzegovina",4
2011,"Norway","Denmark",7
2011,"Norway","Estonia",2
2011,"Norway","Finland",12
2011,"Norway","Germany",5
2011,"Norway","Iceland",8
2011,"Norway","Lithuania",3
2011,"Norway","Serbia",6
2011,"Norway","Sweden",10
2011,"Norway","United Kingdom",1
2011,"Poland","Azerbaijan",8
2011,"Poland","Denmark",3
2011,"Poland","Finland",5
2011,"Poland","Georgia",7
2011,"Poland","Germany",4
2011,"Poland","Ireland",1
2011,"Poland","Italy",10
2011,"Poland","Lithuania",12
2011,"Poland","Serbia",6
2011,"Poland","Ukraine",2
2011,"Portugal","Azerbaijan",8
2011,"Portugal","France",2
2011,"Portugal","Iceland",4
2011,"Portugal","Ireland",6
2011,"Portugal","Italy",10
2011,"Portugal","Moldova",5
2011,"Portugal","Slovenia",1
2011,"Portugal","Spain",12
2011,"Portugal","Ukraine",7
2011,"Portugal","United Kingdom",3
2011,"Romania","Azerbaijan",10
2011,"Romania","Greece",8
2011,"Romania","Hungary",7
2011,"Romania","Italy",6
2011,"Romania","Lithuania",1
2011,"Romania","Moldova",12
2011,"Romania","Slovenia",4
2011,"Romania","Spain",5
2011,"Romania","Sweden",3
2011,"Romania","Ukraine",2
2011,"Russia","Azerbaijan",12
2011,"Russia","France",3
2011,"Russia","Georgia",6
2011,"Russia","Greece",8
2011,"Russia","Lithuania",2
2011,"Russia","Moldova",7
2011,"Russia","Slovenia",5
2011,"Russia","Sweden",1
2011,"Russia","Ukraine",10
2011,"Russia","United Kingdom",4
2011,"San Marino","Azerbaijan",10
2011,"San Marino","Denmark",4
2011,"San Marino","France",3
2011,"San Marino","Georgia",7
2011,"San Marino","Greece",8
2011,"San Marino","Italy",12
2011,"San Marino","Serbia",5
2011,"San Marino","Slovenia",1
2011,"San Marino","Sweden",6
2011,"San Marino","United Kingdom",2
2011,"Serbia","Bosnia & Herzegovina",12
2011,"Serbia","Greece",3
2011,"Serbia","Hungary",8
2011,"Serbia","Italy",2
2011,"Serbia","Lithuania",7
2011,"Serbia","Russia",4
2011,"Serbia","Slovenia",10
2011,"Serbia","Sweden",1
2011,"Serbia","Switzerland",5
2011,"Serbia","Ukraine",6
2011,"Slovakia","Austria",3
2011,"Slovakia","Azerbaijan",7
2011,"Slovakia","Denmark",6
2011,"Slovakia","Ireland",8
2011,"Slovakia","Moldova",5
2011,"Slovakia","Slovenia",1
2011,"Slovakia","Spain",2
2011,"Slovakia","Sweden",10
2011,"Slovakia","Switzerland",4
2011,"Slovakia","Ukraine",12
2011,"Slovenia","Austria",5
2011,"Slovenia","Bosnia & Herzegovina",12
2011,"Slovenia","Denmark",8
2011,"Slovenia","Germany",7
2011,"Slovenia","Italy",3
2011,"Slovenia","Serbia",10
2011,"Slovenia","Spain",2
2011,"Slovenia","Sweden",4
2011,"Slovenia","Ukraine",6
2011,"Slovenia","United Kingdom",1
2011,"Spain","France",10
2011,"Spain","Germany",3
